Número Documento;Fecha;Tipo;Número Registro;Nombre Comercial;Cantidad;Unidad;Peso;Valor;Modalidad;Importador;Exportador;Pais Origen;Pais Destino;Puerto Ingreso;Componente IAGT
7964484;20/8/2024 9:58;Fertilizantes;7896;MOCAP 72 EC;10000;LITROS;10000;110000;Exportación;2557-AL MONTE COMERCIAL S.R.L;AMVAC DE COSTA RICA SRL;COSTA RICA;REPÚBLICA DOMINICANA;ADUANA DE LIMÓN;Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964484;20/8/2024 9:58;Fertilizantes;8990;NEMACUR 10 GR;20000;KILOGRAMOS;20000;40000;Exportación;2557-AL MONTE COMERCIAL S.R.L;AMVAC DE COSTA RICA SRL;COSTA RICA;REPÚBLICA DOMINICANA;ADUANA DE LIMÓN;Boro expresado (B) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
7964485;20/8/2024 11:53;Fertilizantes;3678;GREEN PLANTS PK;10000;LITROS;10000;20000;Exportación;2559-BRIDGE TRADE COMPANY;AMVAC DE COSTA RICA SRL;COSTA RICA;EGIPTO;ADUANA DE LIMÓN;Cobre expresado (Cu) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Zinc expresado (Zn) /
7964485;20/8/2024 11:53;Fertilizantes;3265;AG GREENPLANTS MULTI;8000;LITROS;8000;35000;Exportación;2559-BRIDGE TRADE COMPANY;AMVAC DE COSTA RICA SRL;COSTA RICA;EGIPTO;ADUANA DE LIMÓN;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964485;20/8/2024 11:53;Fertilizantes;6598;AG-0-70-8;10000;LITROS;10000;30000;Exportación;2559-BRIDGE TRADE COMPANY;AMVAC DE COSTA RICA SRL;COSTA RICA;EGIPTO;ADUANA DE LIMÓN;Nitrógeno Total expresado (N) / Nitrógeno Ureico / Óxido de Potasio /
7964485;20/8/2024 11:53;Fertilizantes;4563;AG GREENPLANTS CA;8000;LITROS;8000;15000;Exportación;2559-BRIDGE TRADE COMPANY;AMVAC DE COSTA RICA SRL;COSTA RICA;EGIPTO;ADUANA DE LIMÓN;Sulfato de Manganeso /
7964485;20/8/2024 11:53;Fertilizantes;2598;ZINCAZOT;6000;LITROS;6000;15000;Exportación;2559-BRIDGE TRADE COMPANY;AMVAC DE COSTA RICA SRL;COSTA RICA;EGIPTO;ADUANA DE LIMÓN;Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Cloruro / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7964485;20/8/2024 11:53;Fertilizantes;8698;AG GREENPLANTS K;20000;LITROS;20000;40000;Exportación;2559-BRIDGE TRADE COMPANY;AMVAC DE COSTA RICA SRL;COSTA RICA;EGIPTO;ADUANA DE LIMÓN;Agentes Quelatantes / Nitrógeno Total expresado (N) /
7964665;19/8/2024 13:42;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964666;19/8/2024 13:46;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964667;19/8/2024 13:49;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964668;19/8/2024 13:52;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964669;19/8/2024 13:57;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964670;19/8/2024 14:00;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964671;19/8/2024 14:03;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964672;19/8/2024 14:06;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964673;19/8/2024 14:09;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964674;19/8/2024 14:13;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964675;19/8/2024 14:17;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964676;19/8/2024 14:20;Fertilizantes;9707;PROAGRO 15-0-15-8,3(CaO)-6(MgO);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964851;26/8/2024 14:05;Fertilizantes;8369;FERTIVITAL;27000;KILOGRAMOS;27000;14346;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7964852;26/8/2024 14:10;Fertilizantes;1651;FERTICA 12-24-12-S;27000;KILOGRAMOS;27000;18246;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964895;20/8/2024 6:30;Fertilizantes;7575;COLONOFERTIL 26-0-26;29250;KILOGRAMOS;29250;13975;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964896;20/8/2024 6:49;Fertilizantes;7575;COLONOFERTIL 26-0-26;29250;KILOGRAMOS;29250;13975;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964908;21/8/2024 9:51;Fertilizantes;9988;Colonofertil Urea;24750;KILOGRAMOS;24750;12100;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
7964910;21/8/2024 10:23;Fertilizantes;7575;COLONOFERTIL 26-0-26;29250;KILOGRAMOS;29250;13975;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964911;21/8/2024 10:32;Fertilizantes;7575;COLONOFERTIL 26-0-26;29250;KILOGRAMOS;29250;13975;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964913;21/8/2024 10:39;Fertilizantes;7575;COLONOFERTIL 26-0-26;29250;KILOGRAMOS;29250;13975;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964914;21/8/2024 10:47;Fertilizantes;7575;COLONOFERTIL 26-0-26;29250;KILOGRAMOS;29250;13975;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964915;21/8/2024 10:58;Fertilizantes;7538;COLONOFERTIL NA 33.5-0-0;29250;KILOGRAMOS;29250;13000;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) /
7964916;21/8/2024 11:23;Fertilizantes;8046;Colonofertil Urea Granular;29250;KILOGRAMOS;29250;14950;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;TRINIDAD Y TOBAGO;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) /
7964917;21/8/2024 11:48;Fertilizantes;8046;Colonofertil Urea Granular;29250;KILOGRAMOS;29250;14950;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;TRINIDAD Y TOBAGO;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) /
7964924;21/8/2024 17:47;Fertilizantes;7065;CoRoN 25 + B;1200;LITROS;1200;2326,96;Exportación;El Colono Agropecuario S.A. (Panamá);El Colono Agropecuario S.A;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Nitrógeno Total expresado (N) /
7964924;21/8/2024 17:47;Fertilizantes;7065;CoRoN 25 + B;3062;LITROS;3062;6783,75;Exportación;El Colono Agropecuario S.A. (Panamá);El Colono Agropecuario S.A;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Nitrógeno Total expresado (N) /
7964924;21/8/2024 17:47;Fertilizantes;6555;TRACITE 2-0-25;2031,5;LITROS;2031,5;8116,8;Exportación;El Colono Agropecuario S.A. (Panamá);El Colono Agropecuario S.A;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7964991;22/8/2024 10:16;Fertilizantes;5277;Fertilizante Key Plex Jumpstart;650;LITROS;650;11500;Exportación;RIEGOS DEL ISTMO, S.A.;LOGIC TREND SOCIEDAD ANONIMA;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7964991;22/8/2024 10:16;Fertilizantes;5278;Fertilizante Key Plex 350 DP;450;LITROS;450;4950;Exportación;RIEGOS DEL ISTMO, S.A.;LOGIC TREND SOCIEDAD ANONIMA;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Zinc expresado (Zn) /
7964991;22/8/2024 10:16;Fertilizantes;8017;Fertilizante KEYPLEX CALCIO MAGNESIO BORO PLUS;325;LITROS;325;5100;Exportación;RIEGOS DEL ISTMO, S.A.;LOGIC TREND SOCIEDAD ANONIMA;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Magnesio expresado (MgO) /
7964991;22/8/2024 10:16;Fertilizantes;8015;FERTILIZANTE KEYPLEX 625 DP;840;LITROS;840;16500;Exportación;RIEGOS DEL ISTMO, S.A.;LOGIC TREND SOCIEDAD ANONIMA;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Hierro expresado (Fe) / Manganeso expresado (Mn) / Zinc expresado (Zn) /
7966786;21/8/2024 9:55;Fertilizantes;10144;PHOTON 20LTS;2160;LITROS;2160;7110;Exportación;AGRICENTER NICARAGUA & CCRL;AMVAC DE COSTA RICA SRL;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Silicio expresado (SiO2) / Zinc expresado (Zn) /
7966786;21/8/2024 9:55;Fertilizantes;10144;PHOTON 200LTS;1440;LITROS;1440;3840;Exportación;AGRICENTER NICARAGUA & CCRL;AMVAC DE COSTA RICA SRL;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Silicio expresado (SiO2) / Zinc expresado (Zn) /
7966787;20/8/2024 9:14;Fertilizantes;5437;FERTILIZANTE AGROPLANT BALANCE;33,84;LITROS;33,84;101,76;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Calcio expresado (CaO) / Magnesio expresado (MgO) / Potasio expresado (K2O) /
7966787;20/8/2024 9:14;Fertilizantes;5899;FERTILIZANTE AGROPLANT CALCIO;39,6;LITROS;39,6;101,76;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Calcio expresado (CaO) /
7966789;20/8/2024 9:29;Fertilizantes;7427;FERTILIZANTE NK 16-0-1;15000;KILOGRAMOS;15000;15600;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Aminoácidos / Materia Orgánica / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7966789;20/8/2024 9:29;Fertilizantes;7427;FERTILIZANTE NK 16-0-1;10;KILOGRAMOS;10;23,5;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Aminoácidos / Materia Orgánica / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7966789;20/8/2024 9:29;Fertilizantes;7427;FERTILIZANTE NK 16-0-1;1700;KILOGRAMOS;1700;1768;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Aminoácidos / Materia Orgánica / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7966791;21/8/2024 15:54;Fertilizantes;7427;FERTILIZANTE NITROSUELO NK 16-0-1;15000;KILOGRAMOS;15000;15600;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Aminoácidos / Materia Orgánica / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7966791;21/8/2024 15:54;Fertilizantes;7427;FERTILIZANTE NITROSUELO NK 16-0-1;10;KILOGRAMOS;10;23,5;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Aminoácidos / Materia Orgánica / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7966791;21/8/2024 15:54;Fertilizantes;7427;FERTILIZANTE NITROSUELO NK 16-0-1;1700;KILOGRAMOS;1700;1768;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Aminoácidos / Materia Orgánica / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7966792;21/8/2024 15:59;Fertilizantes;5437;FERTILIZANTE AGROPLANT BALANCE;33,84;LITROS;33,84;101,76;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Calcio expresado (CaO) / Magnesio expresado (MgO) / Potasio expresado (K2O) /
7966792;21/8/2024 15:59;Fertilizantes;5899;FERTILIZANTE AGROPLANT CALCIO;39,6;LITROS;39,6;101,76;Exportación;SUPER DESARROLLO, S.A. / SUPER DESARROLLO, S.A;ORGANICOS ECOGREEN SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Calcio expresado (CaO) /
7966793;21/8/2024 16:33;Fertilizantes;10144;Photon;42;LITROS;42;22,2;Exportación;AGRICENTER HONDURAS S.A.;AMVAC DE COSTA RICA SRL;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Silicio expresado (SiO2) / Zinc expresado (Zn) /
7966794;21/8/2024 11:47;Fertilizantes;2457;FERTILIZANTE FOLIVEEX CALCIO- BORO;3000;LITROS;3000;10369;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) /
7966794;21/8/2024 11:47;Fertilizantes;2624;FERTILIZANTE FOLIVEEX POTASIO 40%;3651;LITROS;3651;18153,32;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Aminoácidos / Potasio expresado (K2O) /
7966794;21/8/2024 11:47;Fertilizantes;11192;FERTILIZANTE FOLIVEEX MEGAFRIJOL;3370;LITROS;3370;11570,89;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Ácido Indolacetico / Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Clorhidrato de Tiamina / Cobalto / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7966823;27/8/2024 16:23;Fertilizantes;7553;FERT. FMC SEAMAXX;2012;LITROS;2012;18120,04;Exportación;AGRICENTER PANAMÁ S. DE R.L.;AMVAC DE COSTA RICA SRL;REINO UNIDO;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Cobre expresado (Cu) / Extracto de algas / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7966824;27/8/2024 17:02;Fertilizantes;2774;FERTILIZANTE FERTIPLANT NPK;2160;LITROS;2160;7280,82;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Ácido Indolbutirico / Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Clorhidrato de Tiamina / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7966824;27/8/2024 17:02;Fertilizantes;5990;FERTILIZANTE EVEREST;4560;LITROS;4560;55855,25;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Aminoácidos libres / Extracto de algas / Polisacáridos / Proteínas, Péptidos y Carbohidratos /
7966824;27/8/2024 17:02;Fertilizantes;7952;MEJORADOR DE SUELOS ACICAL 100;4375;LITROS;4375;18610,06;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7966824;27/8/2024 17:02;Fertilizantes;2831;FERTILIZANTE FOLIVEEX 12-60-0;600;KILOGRAMOS;600;2414,56;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Ácido Fúlvico / Boro expresado (B) / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Vitamina B / Zinc expresado (Zn) /
7966824;27/8/2024 17:02;Fertilizantes;2835;FERTILIZANTE FOLIVEEX 20-20-20;3000;KILOGRAMOS;3000;8977,21;Exportación;COOPERATIVA CAFETALERA LTDA. (COHORSIL);SERACSA COMERCIAL SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Ácido Fúlvico / Boro expresado (B) / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Vitamina B / Zinc expresado (Zn) /
7968039;22/8/2024 15:16;Fertilizantes;3678;HIP GALON VALVULADO;10000;LITROS;10000;20000;Exportación;2562-PUNTO VERDE SA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Cobre expresado (Cu) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Zinc expresado (Zn) /
7968039;22/8/2024 15:16;Fertilizantes;3265;AG GREENPLANTS K;30000;LITROS;30000;100000;Exportación;2562-PUNTO VERDE SA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7968039;22/8/2024 15:16;Fertilizantes;6598;ZINCAZOT;10000;LITROS;10000;30000;Exportación;2562-PUNTO VERDE SA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Nitrógeno Total expresado (N) / Nitrógeno Ureico / Óxido de Potasio /
7968039;22/8/2024 15:16;Fertilizantes;4563;SEAPLANTS;8000;LITROS;8000;15000;Exportación;2562-PUNTO VERDE SA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Sulfato de Manganeso /
7968039;22/8/2024 15:16;Fertilizantes;2598;FOSFO KA EXTRA;6000;LITROS;6000;15000;Exportación;2562-PUNTO VERDE SA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Cloruro / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7968039;22/8/2024 15:16;Fertilizantes;8698;BIOMASS;20000;LITROS;20000;40000;Exportación;2562-PUNTO VERDE SA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Agentes Quelatantes / Nitrógeno Total expresado (N) /
7968166;23/8/2024 14:04;Fertilizantes;EX10059;PELICANO 20-0-24+0.35B;28500;KILOGRAMOS;28500;14193;Exportación;FRUTALES DEL SAN JUAN S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;COSTA RICA;NICARAGUA;Puesto Los Chiles;
7968167;23/8/2024 15:00;Fertilizantes;EX10059;PELICANO 20-0-24+0.35B;28500;KILOGRAMOS;28500;14193;Exportación;FRUTALES DEL SAN JUAN S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;COSTA RICA;NICARAGUA;Puesto Los Chiles;
7968171;23/8/2024 15:05;Fertilizantes;EX10059;PELICANO 20-0-24+0.35B;28500;KILOGRAMOS;28500;14193;Exportación;FRUTALES DEL SAN JUAN S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;COSTA RICA;NICARAGUA;Puesto Los Chiles;
7968172;23/8/2024 15:33;Fertilizantes;EX10059;PELICANO 20-0-24+0.35B;28500;KILOGRAMOS;28500;14193;Exportación;FRUTALES DEL SAN JUAN S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;COSTA RICA;NICARAGUA;Puesto Los Chiles;
7968174;23/8/2024 15:37;Fertilizantes;EX10059;PELICANO 20-0-24+0.35B;28500;KILOGRAMOS;28500;14193;Exportación;FRUTALES DEL SAN JUAN S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;COSTA RICA;NICARAGUA;Puesto Los Chiles;
7968176;23/8/2024 15:41;Fertilizantes;EX10059;PELICANO 20-0-24+0.35B;28500;KILOGRAMOS;28500;14193;Exportación;FRUTALES DEL SAN JUAN S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;COSTA RICA;NICARAGUA;Puesto Los Chiles;
